,Object,Property,Value,Source
676,bmc,Last trading price,55.79,chron
677,bmc,Open price,54.84,chron
678,bmc,Change $,1.09,chron
679,bmc,Volume,2297174.0,chron
680,bmc,Today's high,56.1,chron
681,bmc,Today's low,54.8,chron
682,bmc,Previous close,54.7,chron
683,bmc,52wk High,55.24,chron
684,bmc,52wk Low,34.24,chron
685,bmc,Shares Outstanding,175929067.0,chron
686,bmc,Change %,1.99,cio-com
687,bmc,Last trading price,55.79,cio-com
688,bmc,Open price,54.84,cio-com
689,bmc,Change $,1.09,cio-com
690,bmc,Volume,2297174.0,cio-com
691,bmc,Today's high,56.1,cio-com
692,bmc,Today's low,54.8,cio-com
693,bmc,Previous close,54.7,cio-com
694,bmc,52wk High,55.24,cio-com
695,bmc,52wk Low,34.24,cio-com
696,bmc,Shares Outstanding,175929067.0,cio-com
697,bmc,Market cap,10000000000.0,cio-com
698,bmc,Change %,1.99,cnn-money
699,bmc,Last trading price,55794000.0,cnn-money
700,bmc,Open price,54.84,cnn-money
701,bmc,Change $,1.09,cnn-money
702,bmc,Volume,2299243.0,cnn-money
703,bmc,Today's high,56.1,cnn-money
704,bmc,Today's low,54.8,cnn-money
705,bmc,Previous close,54.7,cnn-money
706,bmc,Market cap,9800000000.0,cnn-money
707,bmc,Change %,1.97,easystockalterts
708,bmc,Last trading price,55.78,easystockalterts
709,bmc,Open price,54.84,easystockalterts
710,bmc,Change $,1.08,easystockalterts
711,bmc,Volume,2182662.0,easystockalterts
712,bmc,Today's high,56.1,easystockalterts
713,bmc,Today's low,54.8,easystockalterts
714,bmc,Previous close,54.7,easystockalterts
715,bmc,52wk High,56.16,easystockalterts
716,bmc,52wk Low,34.24,easystockalterts
717,bmc,EPS,2.5,easystockalterts
718,bmc,Change %,1.99,eresearch-fidelity-com
719,bmc,Last trading price,55.79,eresearch-fidelity-com
720,bmc,Open price,54.84,eresearch-fidelity-com
721,bmc,Change $,1.09,eresearch-fidelity-com
722,bmc,Volume,2300895.0,eresearch-fidelity-com
723,bmc,Today's high,56.1,eresearch-fidelity-com
724,bmc,Today's low,54.8,eresearch-fidelity-com
725,bmc,Previous close,54.7,eresearch-fidelity-com
726,bmc,52wk High,56.16,eresearch-fidelity-com
727,bmc,52wk Low,34.24,eresearch-fidelity-com
728,bmc,Shares Outstanding,175929000.0,eresearch-fidelity-com
729,bmc,Market cap,9620000000.0,eresearch-fidelity-com
730,bmc,Change %,1.993,finance-abc7-com
731,bmc,Last trading price,55.79,finance-abc7-com
732,bmc,Open price,54.84,finance-abc7-com
733,bmc,Change $,1.09,finance-abc7-com
734,bmc,Volume,2297174.0,finance-abc7-com
735,bmc,Today's high,56.1,finance-abc7-com
736,bmc,Today's low,54.8,finance-abc7-com
737,bmc,Previous close,54.7,finance-abc7-com
738,bmc,52wk High,55.24,finance-abc7-com
739,bmc,52wk Low,34.24,finance-abc7-com
740,bmc,Shares Outstanding,175929067.0,finance-abc7-com
741,bmc,Change %,1.993,finance-abc7chicago-com
742,bmc,Last trading price,55.79,finance-abc7chicago-com
743,bmc,Open price,54.84,finance-abc7chicago-com
744,bmc,Change $,1.09,finance-abc7chicago-com
745,bmc,Volume,2297174.0,finance-abc7chicago-com
746,bmc,Today's high,56.1,finance-abc7chicago-com
747,bmc,Today's low,54.8,finance-abc7chicago-com
748,bmc,Previous close,54.7,finance-abc7chicago-com
749,bmc,52wk High,55.24,finance-abc7chicago-com
750,bmc,52wk Low,34.24,finance-abc7chicago-com
751,bmc,Shares Outstanding,175929067.0,finance-abc7chicago-com
752,bmc,Change %,1.993,financial-content
753,bmc,Last trading price,55.79,financial-content
754,bmc,Open price,54.84,financial-content
755,bmc,Change $,1.09,financial-content
756,bmc,Volume,2297174.0,financial-content
757,bmc,Today's high,56.1,financial-content
758,bmc,Today's low,54.8,financial-content
759,bmc,Previous close,54.7,financial-content
760,bmc,52wk High,55.24,financial-content
761,bmc,52wk Low,34.24,financial-content
762,bmc,Shares Outstanding,175929067.0,financial-content
763,bmc,Change %,2.0,finapps-forbes-com
764,bmc,Last trading price,55.79,finapps-forbes-com
765,bmc,Open price,54.84,finapps-forbes-com
766,bmc,Change $,1.09,finapps-forbes-com
767,bmc,Volume,2300895.0,finapps-forbes-com
768,bmc,Today's high,56.1,finapps-forbes-com
769,bmc,Today's low,54.8,finapps-forbes-com
770,bmc,Previous close,54.7,finapps-forbes-com
771,bmc,52wk High,56.16,finapps-forbes-com
772,bmc,52wk Low,34.24,finapps-forbes-com
773,bmc,Shares Outstanding,176000000.0,finapps-forbes-com
774,bmc,Market cap,10000000000.0,finapps-forbes-com
775,bmc,EPS,2.5,finapps-forbes-com
776,bmc,Change %,2.01,finviz
777,bmc,Last trading price,55.8,finviz
778,bmc,Volume,2294371.0,finviz
779,bmc,Previous close,54.7,finviz
780,bmc,52wk High,0.64,finviz
781,bmc,52wk Low,62.97,finviz
782,bmc,Shares Outstanding,175930000.0,finviz
783,bmc,Market cap,9620000000.0,finviz
784,bmc,EPS,2.5,finviz
785,bmc,Change %,1.99,fool
786,bmc,Last trading price,55.79,fool
787,bmc,Open price,54.84,fool
788,bmc,Change $,1.09,fool
789,bmc,Volume,2300795.0,fool
790,bmc,Today's high,56.1,fool
791,bmc,Today's low,54.8,fool
792,bmc,Previous close,54.7,fool
793,bmc,52wk High,56.16,fool
794,bmc,52wk Low,34.24,fool
795,bmc,Market cap,9870000000.0,fool
796,bmc,Last trading price,55.79,foxbusiness
797,bmc,Change $,1.09,foxbusiness
798,bmc,Volume,2300895.0,foxbusiness
799,bmc,Previous close,54.7,foxbusiness
800,bmc,Change %,1.99,google-finance
801,bmc,Last trading price,55.79,google-finance
802,bmc,Open price,54.84,google-finance
803,bmc,Change $,1.09,google-finance
804,bmc,Volume,2300000.0,google-finance
805,bmc,Today's high,56.1,google-finance
806,bmc,Today's low,54.8,google-finance
807,bmc,52wk High,56.16,google-finance
808,bmc,52wk Low,34.24,google-finance
809,bmc,Shares Outstanding,175930000.0,google-finance
810,bmc,Market cap,9820000000.0,google-finance
811,bmc,EPS,2.5,google-finance
812,bmc,Change %,1.993,howthemarketworks
813,bmc,Last trading price,55.79,howthemarketworks
814,bmc,Open price,54.84,howthemarketworks
815,bmc,Change $,1.09,howthemarketworks
816,bmc,Volume,2297174.0,howthemarketworks
817,bmc,Today's high,56.1,howthemarketworks
818,bmc,Today's low,54.8,howthemarketworks
819,bmc,Previous close,54.7,howthemarketworks
820,bmc,Change %,1.993,hpcwire
821,bmc,Last trading price,55.79,hpcwire
822,bmc,Open price,54.84,hpcwire
823,bmc,Change $,1.09,hpcwire
824,bmc,Volume,2297174.0,hpcwire
825,bmc,Today's high,56.1,hpcwire
826,bmc,Today's low,54.8,hpcwire
827,bmc,Previous close,54.7,hpcwire
828,bmc,52wk High,55.24,hpcwire
829,bmc,52wk Low,34.24,hpcwire
830,bmc,Shares Outstanding,175929067.0,hpcwire
831,bmc,Change %,2.03,insidestocks
832,bmc,Last trading price,55.81,insidestocks
833,bmc,Open price,54.84,insidestocks
834,bmc,Change $,1.11,insidestocks
835,bmc,Volume,1856117.0,insidestocks
836,bmc,Today's high,56.1,insidestocks
837,bmc,Today's low,54.8,insidestocks
838,bmc,Change %,2.03,investopedia
839,bmc,Last trading price,55.81,investopedia
840,bmc,Open price,54.84,investopedia
841,bmc,Change $,1.11,investopedia
842,bmc,Previous close,54.7,investopedia
843,bmc,Change %,1.99,investorguide
844,bmc,Last trading price,55.79,investorguide
845,bmc,Open price,54.94,investorguide
846,bmc,Change $,1.09,investorguide
847,bmc,Today's high,56.025,investorguide
848,bmc,Today's low,54.8,investorguide
849,bmc,52wk High,55.24,investorguide
850,bmc,52wk Low,34.24,investorguide
851,bmc,Market cap,9867000000.0,investorguide
852,bmc,EPS,2.5,investorguide
853,bmc,Change %,1.97,marketintellisearch
854,bmc,Last trading price,55.78,marketintellisearch
855,bmc,Open price,54.84,marketintellisearch
856,bmc,Change $,1.08,marketintellisearch
857,bmc,Volume,2283.5,marketintellisearch
858,bmc,Today's high,56.1,marketintellisearch
859,bmc,Today's low,54.8,marketintellisearch
860,bmc,Previous close,54.7,marketintellisearch
861,bmc,Shares Outstanding,175930000.0,marketintellisearch
862,bmc,Market cap,9620000000.0,marketintellisearch
863,bmc,EPS,2.5,marketintellisearch
864,bmc,Change %,1.99,marketwatch
865,bmc,Last trading price,55.76,marketwatch
866,bmc,Open price,54.84,marketwatch
867,bmc,Change $,1.09,marketwatch
868,bmc,Volume,61148.0,marketwatch
869,bmc,Today's high,56.1,marketwatch
870,bmc,Today's low,54.8,marketwatch
871,bmc,Previous close,54.7,marketwatch
872,bmc,52wk High,56.16,marketwatch
873,bmc,52wk Low,34.47,marketwatch
874,bmc,Market cap,9500000000.0,marketwatch
875,bmc,EPS,2.5,marketwatch
876,bmc,Change %,1.993,minyanville
877,bmc,Last trading price,55.79,minyanville
878,bmc,Open price,54.84,minyanville
879,bmc,Change $,1.09,minyanville
880,bmc,Volume,2297174.0,minyanville
881,bmc,Today's high,56.1,minyanville
882,bmc,Today's low,54.8,minyanville
883,bmc,Previous close,54.7,minyanville
884,bmc,52wk High,55.24,minyanville
885,bmc,52wk Low,34.24,minyanville
886,bmc,Shares Outstanding,175929067.0,minyanville
887,bmc,Change %,1.99,msn-money
888,bmc,Last trading price,55.79,msn-money
889,bmc,Open price,54.84,msn-money
890,bmc,Change $,1.09,msn-money
891,bmc,Volume,2300000.0,msn-money
892,bmc,Today's high,56.1,msn-money
893,bmc,Today's low,54.8,msn-money
894,bmc,Previous close,54.7,msn-money
895,bmc,52wk High,56.16,msn-money
896,bmc,52wk Low,34.24,msn-money
897,bmc,Shares Outstanding,175930000.0,msn-money
898,bmc,Market cap,9620000000.0,msn-money
899,bmc,EPS,2.5,msn-money
900,bmc,Change %,1.99,nasdaq-com
901,bmc,Last trading price,55.79,nasdaq-com
902,bmc,Open price,54.84,nasdaq-com
903,bmc,Change $,1.09,nasdaq-com
904,bmc,Volume,2300895.0,nasdaq-com
905,bmc,Today's high,56.1,nasdaq-com
906,bmc,Today's low,54.8,nasdaq-com
907,bmc,Previous close,54.7,nasdaq-com
908,bmc,52wk High,56.16,nasdaq-com
909,bmc,52wk Low,34.24,nasdaq-com
910,bmc,Shares Outstanding,176858000.0,nasdaq-com
911,bmc,Market cap,9866907820.0,nasdaq-com
912,bmc,EPS,2.47,nasdaq-com
913,bmc,Change %,2.01,optimum
914,bmc,Last trading price,55803550.0,optimum
915,bmc,Open price,54.84,optimum
916,bmc,Change $,1.1,optimum
917,bmc,Volume,2089632.0,optimum
918,bmc,Today's high,56.1,optimum
919,bmc,Today's low,54.8,optimum
920,bmc,Previous close,54.7,optimum
921,bmc,52wk High,56.16,optimum
922,bmc,52wk Low,34.24,optimum
923,bmc,Shares Outstanding,175930000.0,optimum
924,bmc,Market cap,9800000000.0,optimum
925,bmc,EPS,2.5,optimum
926,bmc,Change %,1.993,paidcontent
927,bmc,Last trading price,55.79,paidcontent
928,bmc,Open price,54.84,paidcontent
929,bmc,Change $,1.09,paidcontent
930,bmc,Volume,2297174.0,paidcontent
931,bmc,Today's high,56.1,paidcontent
932,bmc,Today's low,54.8,paidcontent
933,bmc,Previous close,54.7,paidcontent
934,bmc,52wk High,55.24,paidcontent
935,bmc,52wk Low,34.24,paidcontent
936,bmc,Shares Outstanding,175929067.0,paidcontent
937,bmc,Change %,1.99,pc-quote
938,bmc,Last trading price,55.79,pc-quote
939,bmc,Open price,54.84,pc-quote
940,bmc,Change $,1.09,pc-quote
941,bmc,Volume,2340378.0,pc-quote
942,bmc,Today's high,56.1,pc-quote
943,bmc,Today's low,54.8,pc-quote
944,bmc,Previous close,54.7,pc-quote
945,bmc,52wk High,56.16,pc-quote
946,bmc,52wk Low,34.24,pc-quote
947,bmc,Shares Outstanding,172491773.0,pc-quote
948,bmc,Market cap,9623316000.0,pc-quote
949,bmc,Change %,1.99,personal-wealth-biz
950,bmc,Last trading price,55.79,personal-wealth-biz
951,bmc,Open price,54.94,personal-wealth-biz
952,bmc,Volume,2300795.0,personal-wealth-biz
953,bmc,Today's high,56.03,personal-wealth-biz
954,bmc,Today's low,54.8,personal-wealth-biz
955,bmc,Previous close,54.7,personal-wealth-biz
956,bmc,52wk High,55.24,personal-wealth-biz
957,bmc,52wk Low,34.24,personal-wealth-biz
958,bmc,EPS,2.5,personal-wealth-biz
959,bmc,Change %,1.99,predictwallstreet
960,bmc,Last trading price,55.79,predictwallstreet
961,bmc,Change $,1.09,predictwallstreet
962,bmc,Volume,2300895.0,predictwallstreet
963,bmc,Change %,1.99,raymond-james
964,bmc,Last trading price,55.79,raymond-james
965,bmc,Open price,54.84,raymond-james
966,bmc,Change $,1.09,raymond-james
967,bmc,Volume,2300895.0,raymond-james
968,bmc,Today's high,56.1,raymond-james
969,bmc,Today's low,54.8,raymond-james
970,bmc,Previous close,55.79,raymond-james
971,bmc,52wk High,56.16,raymond-james
972,bmc,52wk Low,34.24,raymond-james
973,bmc,EPS,2.55,raymond-james
974,bmc,Change %,1.993,renewable-energy-world
975,bmc,Last trading price,55.79,renewable-energy-world
976,bmc,Open price,54.84,renewable-energy-world
977,bmc,Change $,1.09,renewable-energy-world
978,bmc,Volume,2297174.0,renewable-energy-world
979,bmc,Today's high,56.1,renewable-energy-world
980,bmc,Today's low,54.8,renewable-energy-world
981,bmc,Previous close,54.7,renewable-energy-world
982,bmc,52wk High,55.24,renewable-energy-world
983,bmc,52wk Low,34.24,renewable-energy-world
984,bmc,Shares Outstanding,175929067.0,renewable-energy-world
985,bmc,Change %,1.99,screamingmedia
986,bmc,Last trading price,1.0,screamingmedia
987,bmc,Open price,54.84,screamingmedia
988,bmc,Change $,1.09,screamingmedia
989,bmc,Volume,61248.0,screamingmedia
990,bmc,Today's high,56.1,screamingmedia
991,bmc,Today's low,54.8,screamingmedia
992,bmc,Previous close,54.7,screamingmedia
993,bmc,52wk High,56.16,screamingmedia
994,bmc,52wk Low,34.47,screamingmedia
995,bmc,Market cap,9500000000.0,screamingmedia
996,bmc,EPS,2.5,screamingmedia
997,bmc,Change %,1.99,scroli
998,bmc,Last trading price,55790000000.0,scroli
999,bmc,Open price,54.84,scroli
1000,bmc,Change $,1.09,scroli
1001,bmc,Volume,2045634.0,scroli
1002,bmc,Today's high,56.1,scroli
1003,bmc,Today's low,54.8,scroli
1004,bmc,Previous close,54.7,scroli
1005,bmc,52wk High,56.16,scroli
1006,bmc,52wk Low,34.24,scroli
1007,bmc,EPS,2.5,scroli
1008,bmc,Change %,1.99,simple-stock-quotes
1009,bmc,Last trading price,55.79,simple-stock-quotes
1010,bmc,Change $,1.09,simple-stock-quotes
1011,bmc,Change %,1.99,smartmoney
1012,bmc,Last trading price,55.79,smartmoney
1013,bmc,Open price,54.84,smartmoney
1014,bmc,Change $,1.09,smartmoney
1015,bmc,Volume,2300895.0,smartmoney
1016,bmc,Today's high,56.1,smartmoney
1017,bmc,Today's low,54.8,smartmoney
1018,bmc,Previous close,54.7,smartmoney
1019,bmc,52wk High,56.16,smartmoney
1020,bmc,52wk Low,34.24,smartmoney
1021,bmc,Market cap,9623300.0,smartmoney
1022,bmc,Change %,1.993,stocknod
1023,bmc,Last trading price,55.79,stocknod
1024,bmc,Open price,54.84,stocknod
1025,bmc,Change $,1.09,stocknod
1026,bmc,Volume,2297174.0,stocknod
1027,bmc,Today's high,56.1,stocknod
1028,bmc,Today's low,54.8,stocknod
1029,bmc,Previous close,54.7,stocknod
1030,bmc,52wk High,55.24,stocknod
1031,bmc,52wk Low,34.24,stocknod
1032,bmc,Shares Outstanding,175929067.0,stocknod
1033,bmc,Change %,1.99,stockpickr
1034,bmc,Last trading price,5579109199.0,stockpickr
1035,bmc,Open price,54.84,stockpickr
1036,bmc,Change $,1.09,stockpickr
1037,bmc,Volume,2300000.0,stockpickr
1038,bmc,Today's high,56.1,stockpickr
1039,bmc,Today's low,54.8,stockpickr
1040,bmc,Previous close,54.7,stockpickr
1041,bmc,52wk High,56.16,stockpickr
1042,bmc,52wk Low,34.24,stockpickr
1043,bmc,Change %,0.0,stocksmart
1044,bmc,Last trading price,54.755,stocksmart
1045,bmc,Open price,47.6,stocksmart
1046,bmc,Change $,0.0,stocksmart
1047,bmc,Volume,146392.0,stocksmart
1048,bmc,Today's high,56.16,stocksmart
1049,bmc,Today's low,54.73,stocksmart
1050,bmc,Change %,2.01,stocktwits
1051,bmc,Last trading price,55.8,stocktwits
1052,bmc,Change $,1.1,stocktwits
1053,bmc,Change %,1.97,streetinsider-com
1054,bmc,Last trading price,55.78,streetinsider-com
1055,bmc,Open price,54.84,streetinsider-com
1056,bmc,Change $,1.08,streetinsider-com
1057,bmc,Volume,2182662.0,streetinsider-com
1058,bmc,Today's high,56.1,streetinsider-com
1059,bmc,Today's low,54.8,streetinsider-com
1060,bmc,Previous close,54.7,streetinsider-com
1061,bmc,52wk High,56.16,streetinsider-com
1062,bmc,52wk Low,34.24,streetinsider-com
1063,bmc,EPS,2.5,streetinsider-com
1064,bmc,Last trading price,55.79,thecramerreport
1065,bmc,Open price,54.94,thecramerreport
1066,bmc,Change $,1.09,thecramerreport
1067,bmc,Volume,2300795.0,thecramerreport
1068,bmc,Today's high,56.03,thecramerreport
1069,bmc,Today's low,54.8,thecramerreport
1070,bmc,Change %,1.99,thestree
1071,bmc,Last trading price,55.79,thestree
1072,bmc,Open price,54.84,thestree
1073,bmc,Change $,1.09,thestree
1074,bmc,Volume,2299243.0,thestree
1075,bmc,Today's high,56.1,thestree
1076,bmc,Today's low,54.8,thestree
1077,bmc,Previous close,54.7,thestree
1078,bmc,52wk High,56.16,thestree
1079,bmc,52wk Low,34.24,thestree
1080,bmc,Shares Outstanding,1.768588,thestree
1081,bmc,Market cap,9.5036881999,thestree
1082,bmc,Change %,1.99,tickerspy
1083,bmc,Last trading price,55.79,tickerspy
1084,bmc,Open price,54.84,tickerspy
1085,bmc,Change $,1.09,tickerspy
1086,bmc,Volume,2300795.0,tickerspy
1087,bmc,Today's high,56.1,tickerspy
1088,bmc,Today's low,54.8,tickerspy
1089,bmc,Previous close,54.7,tickerspy
1090,bmc,52wk High,56.16,tickerspy
1091,bmc,52wk Low,34.24,tickerspy
1092,bmc,Market cap,9600000000.0,tickerspy
1093,bmc,Change %,1.99,tmx-quotemedia
1094,bmc,Last trading price,55.79,tmx-quotemedia
1095,bmc,Open price,54.84,tmx-quotemedia
1096,bmc,Change $,1.09,tmx-quotemedia
1097,bmc,Volume,2292775.0,tmx-quotemedia
1098,bmc,Today's high,56.1,tmx-quotemedia
1099,bmc,Today's low,54.8,tmx-quotemedia
1100,bmc,Previous close,54.7,tmx-quotemedia
1101,bmc,52wk High,56.16,tmx-quotemedia
1102,bmc,52wk Low,34.24,tmx-quotemedia
1103,bmc,Shares Outstanding,176858000.0,tmx-quotemedia
1104,bmc,Market cap,9866907820.0,tmx-quotemedia
1105,bmc,EPS,2.5,tmx-quotemedia
1106,bmc,Change %,1.99,updown
1107,bmc,Last trading price,55.79,updown
1108,bmc,Open price,54.84,updown
1109,bmc,Change $,1.09,updown
1110,bmc,Volume,2299243.0,updown
1111,bmc,Today's high,56.1,updown
1112,bmc,Today's low,54.8,updown
1113,bmc,Previous close,54.7,updown
1114,bmc,52wk High,56.16,updown
1115,bmc,52wk Low,34.24,updown
1116,bmc,Shares Outstanding,176850000000.0,updown
1117,bmc,Market cap,9670000000.0,updown
1118,bmc,EPS,2.55,updown
1119,bmc,Change %,1.99,wallstreetsurvivor
1120,bmc,Last trading price,55.79,wallstreetsurvivor
1121,bmc,Open price,54.84,wallstreetsurvivor
1122,bmc,Change $,1.09,wallstreetsurvivor
1123,bmc,Volume,2297074.0,wallstreetsurvivor
1124,bmc,Today's high,56.1,wallstreetsurvivor
1125,bmc,Today's low,54.8,wallstreetsurvivor
1126,bmc,52wk High,56.16,wallstreetsurvivor
1127,bmc,52wk Low,34.24,wallstreetsurvivor
1128,bmc,Market cap,10000000000.0,wallstreetsurvivor
1129,bmc,EPS,2.5,wallstreetsurvivor
1130,bmc,Change %,1.99,yahoo-finance
1131,bmc,Last trading price,55.79,yahoo-finance
1132,bmc,Open price,54.94,yahoo-finance
1133,bmc,Change $,1.09,yahoo-finance
1134,bmc,Volume,2300795.0,yahoo-finance
1135,bmc,Today's high,56.03,yahoo-finance
1136,bmc,Today's low,54.8,yahoo-finance
1137,bmc,Previous close,54.7,yahoo-finance
1138,bmc,52wk High,56.16,yahoo-finance
1139,bmc,52wk Low,34.24,yahoo-finance
1140,bmc,Market cap,9870000000.0,yahoo-finance
1141,bmc,EPS,2.5,yahoo-finance
1142,bmc,Change %,2.01,ycharts-com
1143,bmc,Last trading price,55.8,ycharts-com
1144,bmc,Change $,1.1,ycharts-com
